super_opeid,name,cohort,type,tier,iclevel,state,count,access,success,mobility
8178,"Empire Beauty School of Philadelphia, PA",1988,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,,,,
8178,"Empire Beauty School of Philadelphia, PA",1989,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,,,,
8178,"Empire Beauty School of Philadelphia, PA",1990,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,,,,
8178,"Empire Beauty School of Philadelphia, PA",1991,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,,,,
9459,"Empire Beauty School of Portland, ME",1980,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,,,,
9459,"Empire Beauty School of Portland, ME",1981,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,,,,
9459,"Empire Beauty School of Portland, ME",1982,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,,,,
9459,"Empire Beauty School of Portland, ME",1983,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,72,24.750519,0,0
9459,"Empire Beauty School of Portland, ME",1984,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,115,16.917015,0,0
9459,"Empire Beauty School of Portland, ME",1985,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,109,18.157158,1.1403959,.20706348
9459,"Empire Beauty School of Portland, ME",1986,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,109,20.140673,.39835572,.080231525
9459,"Empire Beauty School of Portland, ME",1987,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,,,,
9459,"Empire Beauty School of Portland, ME",1988,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,,,,
9459,"Empire Beauty School of Portland, ME",1989,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,,,,
9459,"Empire Beauty School of Portland, ME",1990,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,,,,
9459,"Empire Beauty School of Portland, ME",1991,Private For-profit,Less than two-year schools of any type,Less than Two-year,ME,,,,
21796,"Empire Beauty School of Somersworth, NH",1980,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,,,,
21796,"Empire Beauty School of Somersworth, NH",1981,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,,,,
21796,"Empire Beauty School of Somersworth, NH",1982,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,,,,
21796,"Empire Beauty School of Somersworth, NH",1983,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,83,17.887676,4.5377483,.81169772
21796,"Empire Beauty School of Somersworth, NH",1984,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,136,12.506903,6.3276715,.79139572
21796,"Empire Beauty School of Somersworth, NH",1985,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,142,6.4325676,4.2097611,.2707957
21796,"Empire Beauty School of Somersworth, NH",1986,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,168,13.97975,3.2560091,.4551819
21796,"Empire Beauty School of Somersworth, NH",1987,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,134,10.212002,7.9089127,.80765831
21796,"Empire Beauty School of Somersworth, NH",1988,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,132,11.776431,0,0
21796,"Empire Beauty School of Somersworth, NH",1989,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,129,8.4578152,0,0
21796,"Empire Beauty School of Somersworth, NH",1990,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,150,12.616112,10.929525,1.3788811
21796,"Empire Beauty School of Somersworth, NH",1991,Private For-profit,Less than two-year schools of any type,Less than Two-year,NH,139,11.941915,0,0
1927,Emporia State University,1980,Public,Selective public,Four-year,KS,790,5.9114923,16.00106,.94590151
1927,Emporia State University,1981,Public,Selective public,Four-year,KS,841,5.5468464,15.424069,.85554945
1927,Emporia State University,1982,Public,Selective public,Four-year,KS,764,5.7510047,6.4791737,.3726176
1927,Emporia State University,1983,Public,Selective public,Four-year,KS,739,7.1500359,11.275991,.80623746
1927,Emporia State University,1984,Public,Selective public,Four-year,KS,788,4.9512472,23.708197,1.1738514
1927,Emporia State University,1985,Public,Selective public,Four-year,KS,775,5.1372094,14.067729,.72268867
1927,Emporia State University,1986,Public,Selective public,Four-year,KS,748,5.8932848,10.329291,.60873455
1927,Emporia State University,1987,Public,Selective public,Four-year,KS,732,6.5998306,12.178681,.80377233
1927,Emporia State University,1988,Public,Selective public,Four-year,KS,681,6.2094784,20.999422,1.3039546
1927,Emporia State University,1989,Public,Selective public,Four-year,KS,675,5.4591146,10.426071,.56917119
1927,Emporia State University,1990,Public,Selective public,Four-year,KS,656,6.7264347,15.408163,1.03642
1927,Emporia State University,1991,Public,Selective public,Four-year,KS,559,5.0704379,17.918224,.90853244
2148,Endicott College,1980,Private Non-profit,Selective private,Four-year,MA,290,4.5829959,53.973465,2.4736018
2148,Endicott College,1981,Private Non-profit,Selective private,Four-year,MA,283,3.3258114,33.067383,1.0997589
2148,Endicott College,1982,Private Non-profit,Selective private,Four-year,MA,291,3.4613166,19.769918,.68429953
2148,Endicott College,1983,Private Non-profit,Selective private,Four-year,MA,374,3.4949381,36.407848,1.2724317
2148,Endicott College,1984,Private Non-profit,Selective private,Four-year,MA,377,.84156597,28.633228,.24096751
2148,Endicott College,1985,Private Non-profit,Selective private,Four-year,MA,409,2.2952933,65.173241,1.495917
2148,Endicott College,1986,Private Non-profit,Selective private,Four-year,MA,378,4.4909382,47.253464,2.1221237
2148,Endicott College,1987,Private Non-profit,Selective private,Four-year,MA,412,2.557224,57.168789,1.461934
2148,Endicott College,1988,Private Non-profit,Selective private,Four-year,MA,449,2.4893072,46.569153,1.1592493
2148,Endicott College,1989,Private Non-profit,Selective private,Four-year,MA,498,2.2125483,26.177641,.57919294
2148,Endicott College,1990,Private Non-profit,Selective private,Four-year,MA,475,1.7642822,34.503983,.60874766
2148,Endicott College,1991,Private Non-profit,Selective private,Four-year,MA,549,2.5667567,30.359304,.77924949
1015,Enterprise State Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,AL,,,,
1015,Enterprise State Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,AL,,,,
1015,Enterprise State Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,AL,,,,
1015,Enterprise State Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,AL,215,19.888657,9.3640022,1.8623742
1015,Enterprise State Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,AL,363,19.426313,14.292357,2.7764783
1015,Enterprise State Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,AL,351,18.075808,16.846552,3.0451505
1015,Enterprise State Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,AL,382,19.318708,17.503574,3.3814647
1015,Enterprise State Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,AL,401,17.301882,24.418631,4.2248821
1015,Enterprise State Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,AL,466,18.329334,7.4583673,1.367069
1015,Enterprise State Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,AL,507,21.718069,11.247269,2.4426897
1015,Enterprise State Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,AL,572,18.858114,12.116398,2.284924
1015,Enterprise State Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,AL,473,17.952444,8.7902479,1.5780642
10684,Erie Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,NY,2243,11.209419,12.108547,1.3572979
10684,Erie Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,NY,2277,13.308713,9.1731863,1.2208331
10684,Erie Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,NY,2571,11.898095,10.356023,1.2321695
10684,Erie Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,NY,2565,15.224064,9.2164793,1.4031227
10684,Erie Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,NY,2906,14.297964,8.1047649,1.1588162
10684,Erie Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,NY,2912,13.738547,9.366312,1.2867951
10684,Erie Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,NY,2944,14.955733,8.9058352,1.3319329
10684,Erie Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,NY,2841,14.100117,9.2221203,1.3003297
10684,Erie Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,NY,3055,15.337873,8.6875715,1.3324887
10684,Erie Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,NY,3057,15.356,9.5898886,1.4726232
10684,Erie Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,NY,3230,16.645245,11.392521,1.8963131
10684,Erie Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,NY,3132,17.433491,13.542172,2.3608732
3432,Erskine College,1980,Private Non-profit,Selective private,Four-year,SC,,,,
3432,Erskine College,1981,Private Non-profit,Selective private,Four-year,SC,,,,
3432,Erskine College,1982,Private Non-profit,Selective private,Four-year,SC,,,,
3432,Erskine College,1983,Private Non-profit,Selective private,Four-year,SC,134,4.6963973,0,0
3432,Erskine College,1984,Private Non-profit,Selective private,Four-year,SC,128,8.588171,9.9214125,.85206789
3432,Erskine College,1985,Private Non-profit,Selective private,Four-year,SC,132,1.8390343,0,0
3432,Erskine College,1986,Private Non-profit,Selective private,Four-year,SC,149,4.0041943,7.6874547,.30782062
3432,Erskine College,1987,Private Non-profit,Selective private,Four-year,SC,134,10.321162,27.049494,2.791822
3432,Erskine College,1988,Private Non-profit,Selective private,Four-year,SC,144,5.5826616,2.0714011,.11563931
3432,Erskine College,1989,Private Non-profit,Selective private,Four-year,SC,117,5.0331669,15.583934,.78436548
3432,Erskine College,1990,Private Non-profit,Selective private,Four-year,SC,128,6.8259368,9.1610899,.62533021
3432,Erskine College,1991,Private Non-profit,Selective private,Four-year,SC,121,4.0320296,18.400017,.74189413
7107,Essex County College,1980,Public,Two-year (public and private not-for-profit),Two-year,NJ,936,26.855167,9.6092272,2.580574
7107,Essex County College,1981,Public,Two-year (public and private not-for-profit),Two-year,NJ,965,24.396948,13.584821,3.3142817
7107,Essex County College,1982,Public,Two-year (public and private not-for-profit),Two-year,NJ,1015,24.684853,15.894413,3.9235122
7107,Essex County College,1983,Public,Two-year (public and private not-for-profit),Two-year,NJ,1003,27.356842,14.250462,3.8984764
7107,Essex County College,1984,Public,Two-year (public and private not-for-profit),Two-year,NJ,1215,26.418606,13.757159,3.6344495
7107,Essex County College,1985,Public,Two-year (public and private not-for-profit),Two-year,NJ,1410,28.614178,11.488572,3.2873604
7107,Essex County College,1986,Public,Two-year (public and private not-for-profit),Two-year,NJ,1460,25.564039,11.13761,2.8472233
7107,Essex County College,1987,Public,Two-year (public and private not-for-profit),Two-year,NJ,1623,25.395924,10.922713,2.7739239
7107,Essex County College,1988,Public,Two-year (public and private not-for-profit),Two-year,NJ,1706,25.272167,9.3150301,2.35411
7107,Essex County College,1989,Public,Two-year (public and private not-for-profit),Two-year,NJ,1860,24.66548,5.5541553,1.369959
7107,Essex County College,1990,Public,Two-year (public and private not-for-profit),Two-year,NJ,2083,25.105268,9.1494055,2.2969828
7107,Essex County College,1991,Public,Two-year (public and private not-for-profit),Two-year,NJ,2018,23.63381,11.852322,2.8011551
1678,Eureka College,1980,Private Non-profit,Selective private,Four-year,IL,,,,
1678,Eureka College,1981,Private Non-profit,Selective private,Four-year,IL,,,,
1678,Eureka College,1982,Private Non-profit,Selective private,Four-year,IL,,,,
1678,Eureka College,1983,Private Non-profit,Selective private,Four-year,IL,102,9.8028288,29.718092,2.9132137
1678,Eureka College,1984,Private Non-profit,Selective private,Four-year,IL,91,9.571538,3.4778965,.33288816
1678,Eureka College,1985,Private Non-profit,Selective private,Four-year,IL,83,8.3371792,27.932745,2.3288028
1678,Eureka College,1986,Private Non-profit,Selective private,Four-year,IL,104,3.7849088,3.3363967,.12627958
1678,Eureka College,1987,Private Non-profit,Selective private,Four-year,IL,138,7.8770876,21.579241,1.6998158
1678,Eureka College,1988,Private Non-profit,Selective private,Four-year,IL,121,7.6314197,32.717476,2.4968078
1678,Eureka College,1989,Private Non-profit,Selective private,Four-year,IL,131,6.55408,21.55303,1.4126028
1678,Eureka College,1990,Private Non-profit,Selective private,Four-year,IL,148,5.3272686,0,0
1678,Eureka College,1991,Private Non-profit,Selective private,Four-year,IL,147,7.0729809,29.58169,2.0923073
2463,Evangel University,1980,Private Non-profit,Selective private,Four-year,MO,375,7.3656025,22.322105,1.6441576
2463,Evangel University,1981,Private Non-profit,Selective private,Four-year,MO,318,6.461257,20.00415,1.2925197
2463,Evangel University,1982,Private Non-profit,Selective private,Four-year,MO,354,6.306118,0,0
2463,Evangel University,1983,Private Non-profit,Selective private,Four-year,MO,393,7.9973145,15.875824,1.2696396
2463,Evangel University,1984,Private Non-profit,Selective private,Four-year,MO,386,6.0085135,18.547781,1.1144458
2463,Evangel University,1985,Private Non-profit,Selective private,Four-year,MO,417,7.400105,10.468228,.77465987
2463,Evangel University,1986,Private Non-profit,Selective private,Four-year,MO,364,6.6737056,27.746906,1.8517468
2463,Evangel University,1987,Private Non-profit,Selective private,Four-year,MO,369,8.1042404,12.325435,.99888295
2463,Evangel University,1988,Private Non-profit,Selective private,Four-year,MO,355,5.0970974,27.87805,1.4209713
2463,Evangel University,1989,Private Non-profit,Selective private,Four-year,MO,309,6.4205942,13.295904,.85367608
2463,Evangel University,1990,Private Non-profit,Selective private,Four-year,MO,337,6.8593373,25.810656,1.77044
2463,Evangel University,1991,Private Non-profit,Selective private,Four-year,MO,407,5.765193,27.607948,1.5916516
26175,"Everest College of Bensalem, PA",1980,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,,,,
26175,"Everest College of Bensalem, PA",1981,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,,,,
26175,"Everest College of Bensalem, PA",1982,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,,,,
26175,"Everest College of Bensalem, PA",1983,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,,,,
26175,"Everest College of Bensalem, PA",1984,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,262,14.754116,8.0836124,1.1926656
26175,"Everest College of Bensalem, PA",1985,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,426,15.564478,9.2945967,1.4466555
26175,"Everest College of Bensalem, PA",1986,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,403,16.353548,4.5671048,.74688369
26175,"Everest College of Bensalem, PA",1987,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,321,14.70365,4.6033545,.67686111
26175,"Everest College of Bensalem, PA",1988,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,292,17.665184,5.2777104,.93231726
26175,"Everest College of Bensalem, PA",1989,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,234,16.119047,7.7276716,1.245627
26175,"Everest College of Bensalem, PA",1990,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,289,26.702837,11.563331,3.0877373
26175,"Everest College of Bensalem, PA",1991,Private For-profit,Less than two-year schools of any type,Less than Two-year,PA,312,23.696768,17.820457,4.2228723
23001,"Everest College of Tacoma, WA",1980,Private For-profit,Two-year for-profit,Two-year,WA,,,,
23001,"Everest College of Tacoma, WA",1981,Private For-profit,Two-year for-profit,Two-year,WA,,,,
23001,"Everest College of Tacoma, WA",1982,Private For-profit,Two-year for-profit,Two-year,WA,,,,
23001,"Everest College of Tacoma, WA",1983,Private For-profit,Two-year for-profit,Two-year,WA,,,,
23001,"Everest College of Tacoma, WA",1984,Private For-profit,Two-year for-profit,Two-year,WA,,,,
23001,"Everest College of Tacoma, WA",1985,Private For-profit,Two-year for-profit,Two-year,WA,314,27.778643,3.5154772,.97655189
23001,"Everest College of Tacoma, WA",1986,Private For-profit,Two-year for-profit,Two-year,WA,273,31.700802,3.6006994,1.1414505
23001,"Everest College of Tacoma, WA",1987,Private For-profit,Two-year for-profit,Two-year,WA,481,27.138165,1.4332927,.38896936
23001,"Everest College of Tacoma, WA",1988,Private For-profit,Two-year for-profit,Two-year,WA,580,24.227129,5.4005189,1.3083906
23001,"Everest College of Tacoma, WA",1989,Private For-profit,Two-year for-profit,Two-year,WA,652,20.47715,3.7400537,.76585639
23001,"Everest College of Tacoma, WA",1990,Private For-profit,Two-year for-profit,Two-year,WA,595,21.107504,10.225936,2.1584399
23001,"Everest College of Tacoma, WA",1991,Private For-profit,Two-year for-profit,Two-year,WA,549,19.543018,16.454031,3.2156138
21004,"Everest Institute of Merrillville, IN",1980,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,,,,
21004,"Everest Institute of Merrillville, IN",1981,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,,,,
21004,"Everest Institute of Merrillville, IN",1982,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,,,,
21004,"Everest Institute of Merrillville, IN",1983,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,,,,
21004,"Everest Institute of Merrillville, IN",1984,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,,,,
21004,"Everest Institute of Merrillville, IN",1985,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,486,24.095463,1.6288038,.3924678
21004,"Everest Institute of Merrillville, IN",1986,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,727,25.502401,1.029193,.26246893
21004,"Everest Institute of Merrillville, IN",1987,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,792,27.275,2.6294773,.71718991
21004,"Everest Institute of Merrillville, IN",1988,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,765,32.407795,1.2749319,.41317731
21004,"Everest Institute of Merrillville, IN",1989,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,790,30.984211,.87682605,.27167761
21004,"Everest Institute of Merrillville, IN",1990,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,699,28.406406,4.5179257,1.2833802
21004,"Everest Institute of Merrillville, IN",1991,Private For-profit,Less than two-year schools of any type,Less than Two-year,IN,582,28.540003,2.5791764,.73609704
30032,"Everest Institute of Miami, FL",1980,Private For-profit,Two-year for-profit,Two-year,FL,,,,
30032,"Everest Institute of Miami, FL",1981,Private For-profit,Two-year for-profit,Two-year,FL,,,,
30032,"Everest Institute of Miami, FL",1982,Private For-profit,Two-year for-profit,Two-year,FL,,,,
30032,"Everest Institute of Miami, FL",1983,Private For-profit,Two-year for-profit,Two-year,FL,176,44.165222,3.1160445,1.3762081
30032,"Everest Institute of Miami, FL",1984,Private For-profit,Two-year for-profit,Two-year,FL,236,43.873924,4.3920708,1.9269738
30032,"Everest Institute of Miami, FL",1985,Private For-profit,Two-year for-profit,Two-year,FL,322,45.928997,1.5092577,.69318694
30032,"Everest Institute of Miami, FL",1986,Private For-profit,Two-year for-profit,Two-year,FL,452,47.065437,1.4611245,.68768466
30032,"Everest Institute of Miami, FL",1987,Private For-profit,Two-year for-profit,Two-year,FL,442,40.342747,2.5735481,1.03824
30032,"Everest Institute of Miami, FL",1988,Private For-profit,Two-year for-profit,Two-year,FL,429,42.80801,3.4384928,1.4719504
30032,"Everest Institute of Miami, FL",1989,Private For-profit,Two-year for-profit,Two-year,FL,409,41.214325,3.3526368,1.3817666
30032,"Everest Institute of Miami, FL",1990,Private For-profit,Two-year for-profit,Two-year,FL,305,41.724529,6.5975323,2.7527893
30032,"Everest Institute of Miami, FL",1991,Private For-profit,Two-year for-profit,Two-year,FL,193,43.194557,11.464373,4.9519854
3776,Everett Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,WA,987,9.048111,10.793756,.97663093
3776,Everett Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,WA,1068,7.2412977,13.305092,.96346128
3776,Everett Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,WA,1097,7.3167109,13.686143,1.0013753
3776,Everett Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,WA,1129,7.2061019,15.980193,1.151549
3776,Everett Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,WA,1138,7.6884017,13.428487,1.032436
3776,Everett Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,WA,1253,8.3248816,11.722585,.97589129
3776,Everett Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,WA,1190,6.392251,12.894016,.82421786
3776,Everett Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,WA,1147,7.291399,26.490271,1.9315114
3776,Everett Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,WA,1327,8.5109444,23.814627,2.0268495
3776,Everett Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,WA,1323,7.0544405,10.254656,.72340864
3776,Everett Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,WA,1385,8.5986042,24.348398,2.0936222
3776,Everett Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,WA,1382,7.6501026,28.529894,2.1825662
8155,Evergreen State College ,1980,Public,Selective public,Four-year,WA,557,4.2344241,10.907669,.46187696
8155,Evergreen State College ,1981,Public,Selective public,Four-year,WA,544,7.0450792,7.7618308,.54682714
8155,Evergreen State College ,1982,Public,Selective public,Four-year,WA,581,8.4974318,6.2857194,.53412473
8155,Evergreen State College ,1983,Public,Selective public,Four-year,WA,557,7.019639,15.044318,1.0560569
8155,Evergreen State College ,1984,Public,Selective public,Four-year,WA,589,7.3011518,13.875957,1.0131047
8155,Evergreen State College ,1985,Public,Selective public,Four-year,WA,582,6.9237852,22.843784,1.5816545
8155,Evergreen State College ,1986,Public,Selective public,Four-year,WA,637,6.5647202,14.635466,.96077734
8155,Evergreen State College ,1987,Public,Selective public,Four-year,WA,665,6.5233479,11.835707,.77208424
8155,Evergreen State College ,1988,Public,Selective public,Four-year,WA,700,5.4050751,3.091181,.16708066
8155,Evergreen State College ,1989,Public,Selective public,Four-year,WA,740,6.7118979,14.838846,.99596816
8155,Evergreen State College ,1990,Public,Selective public,Four-year,WA,758,5.837862,11.297071,.65950745
8155,Evergreen State College ,1991,Public,Selective public,Four-year,WA,670,6.1499848,1.7070094,.10498083
39733,Ex'Pression College,1980,Private For-profit,Four-year for-profit,Four-year,CA,,,,
39733,Ex'Pression College,1981,Private For-profit,Four-year for-profit,Four-year,CA,,,,
39733,Ex'Pression College,1982,Private For-profit,Four-year for-profit,Four-year,CA,,,,
39733,Ex'Pression College,1983,Private For-profit,Four-year for-profit,Four-year,CA,,,,
39733,Ex'Pression College,1984,Private For-profit,Four-year for-profit,Four-year,CA,,,,
39733,Ex'Pression College,1985,Private For-profit,Four-year for-profit,Four-year,CA,,,,
39733,Ex'Pression College,1986,Private For-profit,Four-year for-profit,Four-year,CA,127,7.1253576,21.390802,1.5241711
39733,Ex'Pression College,1987,Private For-profit,Four-year for-profit,Four-year,CA,174,6.906867,35.325466,2.4398832
39733,Ex'Pression College,1988,Private For-profit,Four-year for-profit,Four-year,CA,164,9.2181702,8.1507225,.75134754
39733,Ex'Pression College,1989,Private For-profit,Four-year for-profit,Four-year,CA,152,11.261642,19.034813,2.1436327
39733,Ex'Pression College,1990,Private For-profit,Four-year for-profit,Four-year,CA,138,9.5629368,2.5430026,.24318574
39733,Ex'Pression College,1991,Private For-profit,Four-year for-profit,Four-year,CA,112,10.231657,17.29191,1.769249
2834,Excelsior College,1980,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2834,Excelsior College,1981,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2834,Excelsior College,1982,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2834,Excelsior College,1983,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2834,Excelsior College,1984,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2834,Excelsior College,1985,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2834,Excelsior College,1986,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,,,,
2834,Excelsior College,1987,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,118,11.885984,28.486019,3.3858438
2834,Excelsior College,1988,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,132,10.612604,21.405224,2.2716517
2834,Excelsior College,1989,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,181,11.593943,23.802004,2.7595906
2834,Excelsior College,1990,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,195,17.429502,20.711439,3.6099005
2834,Excelsior College,1991,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,241,11.210303,33.262123,3.728785
1385,Fairfield University,1980,Private Non-profit,Selective private,Four-year,CT,855,1.941298,65.840187,1.2781541
1385,Fairfield University,1981,Private Non-profit,Selective private,Four-year,CT,795,2.1112378,60.297924,1.2730324
1385,Fairfield University,1982,Private Non-profit,Selective private,Four-year,CT,939,3.3623047,62.589699,2.1044564
1385,Fairfield University,1983,Private Non-profit,Selective private,Four-year,CT,821,2.184413,54.207657,1.1841192
1385,Fairfield University,1984,Private Non-profit,Selective private,Four-year,CT,811,2.0702462,46.089512,.95416641
1385,Fairfield University,1985,Private Non-profit,Selective private,Four-year,CT,850,2.1006696,56.436211,1.1855383
1385,Fairfield University,1986,Private Non-profit,Selective private,Four-year,CT,856,1.745573,60.478138,1.0556901
1385,Fairfield University,1987,Private Non-profit,Selective private,Four-year,CT,874,2.5023601,69.49865,1.7391065
1385,Fairfield University,1988,Private Non-profit,Selective private,Four-year,CT,846,4.6266804,48.420399,2.240257
1385,Fairfield University,1989,Private Non-profit,Selective private,Four-year,CT,785,4.1042209,55.263115,2.2681203
1385,Fairfield University,1990,Private Non-profit,Selective private,Four-year,CT,827,2.6518409,43.286304,1.1478839
1385,Fairfield University,1991,Private Non-profit,Selective private,Four-year,CT,783,3.1898003,20.406225,.65091783
222,Fairleigh Dickinson University,1980,Private Non-profit,Selective private,Four-year,NJ,789,9.3043213,38.14645,3.549268
222,Fairleigh Dickinson University,1981,Private Non-profit,Selective private,Four-year,NJ,813,8.8807611,37.393269,3.3208067
222,Fairleigh Dickinson University,1982,Private Non-profit,Selective private,Four-year,NJ,740,10.528813,29.545614,3.1108027
222,Fairleigh Dickinson University,1983,Private Non-profit,Selective private,Four-year,NJ,779,8.998147,32.89323,2.9597814
222,Fairleigh Dickinson University,1984,Private Non-profit,Selective private,Four-year,NJ,867,10.19946,36.005779,3.6723952
222,Fairleigh Dickinson University,1985,Private Non-profit,Selective private,Four-year,NJ,940,7.3333898,26.000786,1.906739
222,Fairleigh Dickinson University,1986,Private Non-profit,Selective private,Four-year,NJ,877,8.2815151,34.63686,2.8684568
222,Fairleigh Dickinson University,1987,Private Non-profit,Selective private,Four-year,NJ,896,7.3431916,37.820957,2.7772653
222,Fairleigh Dickinson University,1988,Private Non-profit,Selective private,Four-year,NJ,920,9.6772881,29.268059,2.8323543
222,Fairleigh Dickinson University,1989,Private Non-profit,Selective private,Four-year,NJ,837,7.8515239,27.172962,2.1334915
222,Fairleigh Dickinson University,1990,Private Non-profit,Selective private,Four-year,NJ,920,10.004117,24.71126,2.4721432
222,Fairleigh Dickinson University,1991,Private Non-profit,Selective private,Four-year,NJ,1002,11.513986,21.797495,2.5097604
11112,Fashion Institute Of Design & Merchandising,1980,Private For-profit,Four-year for-profit,Four-year,CA,,,,
11112,Fashion Institute Of Design & Merchandising,1981,Private For-profit,Four-year for-profit,Four-year,CA,,,,
11112,Fashion Institute Of Design & Merchandising,1982,Private For-profit,Four-year for-profit,Four-year,CA,,,,
11112,Fashion Institute Of Design & Merchandising,1983,Private For-profit,Four-year for-profit,Four-year,CA,684,11.254248,21.40793,2.4093015
11112,Fashion Institute Of Design & Merchandising,1984,Private For-profit,Four-year for-profit,Four-year,CA,1181,11.375775,21.137281,2.4045298
